"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
35C0001025,SANFORD HEALTH DICKINSON AMBULATORY SURGERY CTR,2615 FAIRWAY ST,DICKINSON,ND,58601,,(701) 456-6000,99,1,0,99,97,2,1,98,96,3,1,97,88,12,0,96,,751,165,22,10/01/2024,09/30/2025
35C0001026,CENTER FOR PAIN MEDICINE,2401 41 ST S,FARGO,ND,58104,,(701) 551-6986,97,3,0,99,92,7,1,96,88,8,4,93,84,12,4,92,,885,374,42,10/01/2024,09/30/2025
35C0001027,DAKOTA GASTROENTEROLOGY LTD,5049 33RD AVE SOUTH,FARGO,ND,58104,,(701) 356-1001,99,1,0,100,96,3,1,98,98,1,1,98,98,1,1,99,3,1096,101,9,10/01/2024,09/30/2025
36C0001001,TOLEDO CLINIC DBA TOLEDO CLINIC OUTPATIENT SURGERY CENTER,4235 SECOR RD,TOLEDO,OH,43623,,(419) 479-5752,98,2,0,99,93,5,2,96,89,8,3,95,87,12,1,95,,2235,534,24,10/01/2024,09/30/2025
36C0001010,TRI STATE CENTERS FOR SIGHT INC,"8044 MONTGOMERY RD, SUITE 155",CINCINNATI,OH,45236,,(513) 791-7967,97,3,0,98,88,10,2,93,90,7,3,95,88,9,3,95,,882,261,30,10/01/2024,09/30/2025
36C0001011,CINCINNATI EYE INSTITUTE,1945 CEI DR.,CINCINNATI,OH,45242,,(513) 569-3471,96,4,0,98,88,10,2,93,87,11,2,94,86,11,3,94,,1659,262,16,10/01/2024,09/30/2025
36C0001022,SURGICENTER LTD,1651 WEST MAIN ST,NEWARK,OH,43055,,(740) 522-3937,99,1,0,99,90,9,1,95,92,5,3,95,91,9,0,97,"3,10",111,46,41,10/01/2024,09/30/2025
36C0001024,OHIO EYE ASSOCIATES INC,466 SOUTH TRIMBLE RD,MANSFIELD,OH,44906,,(419) 756-8000,98,2,0,99,93,6,1,96,90,8,2,96,87,12,1,95,,890,170,19,10/01/2024,09/30/2025
36C0001027,KUNESH EYE SURGERY CENTER,2601 FAR HILLS AVE,DAYTON,OH,45419,,(937) 298-1093,97,3,0,98,92,6,2,95,84,13,3,94,86,10,4,94,,634,245,39,10/01/2024,09/30/2025
36C0001033,GASTROENTEROLOGY SPECIALISTS INC,2726 FULTON DR MW,CANTON,OH,44718,,(330) 455-5011,96,3,1,98,92,7,1,95,92,6,2,95,89,8,3,95,3,956,343,36,10/01/2024,09/30/2025
36C0001038,HSC SURGICAL ASSOCIATES OF CINCINNATI LLC,2925 VERNON PL. #101,CINCINNATI,OH,45219,,(513) 872-4541,94,5,1,97,91,7,2,95,82,13,5,91,80,14,6,91,3,513,138,27,10/01/2024,09/30/2025
36C0001040,NORTH EAST OHIO ENDOSCOPY CENTER INC,4665 BELPAR STREET NORTHWEST,CANTON,OH,44718,,(330) 493-1480,93,6,1,96,91,7,2,95,82,12,6,92,77,19,4,91,3,635,166,26,10/01/2024,09/30/2025
36C0001043,DIGESTIVECARE INC,75 SYLVANIA DR,BEAVERCREEK,OH,45440,,(937) 320-5050,97,3,0,98,88,10,2,93,87,10,3,94,83,15,2,93,,1787,467,26,10/01/2024,09/30/2025
36C0001050,EYE SURGERY CENTER OF WOOSTER,3519 FRIENDSVILLE RD.,WOOSTER,OH,44691,,(330) 345-6371,99,1,0,99,97,2,1,98,96,3,1,98,97,2,1,98,,682,387,57,10/01/2024,09/30/2025
36C0001057,SURGICAL SERVICES DIRECTOR,2740 NAVARRE AVE,OREGON,OH,43616,,(260) 559-9550,95,5,0,97,90,9,1,94,83,13,4,93,77,20,3,91,3,545,156,29,10/01/2024,09/30/2025
36C0001062,SURGERY ALLIANCE LTD,975 S SAWBURG AVE,ALLIANCE,OH,44601,,(330) 821-7997,98,2,0,99,88,10,2,93,90,8,2,96,88,10,2,95,3,964,102,11,10/01/2024,09/30/2025
36C0001063,NORTH SHORE ENDOSCOPY CENTER LTD,"850 COLUMBIA RD, STE. 200",WESTLAKE,OH,44145,,(440) 808-1212,98,1,1,99,94,5,1,97,93,6,1,97,92,7,1,97,3,1567,537,34,10/01/2024,09/30/2025
36C0001064,COLUMBUS EYE SURGERY CENTER,"5965 E. BROAD ST., SUITE 460",COLUMBUS,OH,43213,,(614) 751-4080,98,2,0,99,91,7,2,95,89,9,2,95,86,12,2,94,,3854,1244,32,10/01/2024,09/30/2025
36C0001067,TIPPECANOE ENDOSCOPY INC,1210 BOARDMAN CANFIELD RD,YOUNGSTOWN,OH,44512,,(330) 726-0132,89,8,3,93,83,12,5,89,72,16,12,88,72,19,9,87,3,764,137,18,10/01/2024,09/30/2025
36C0001073,VALLEY REGIONAL SURGERY CENTER,283 LOONEY RD,PIQUA,OH,45356,,(937) 778-3848,97,3,0,99,92,7,1,95,87,11,2,95,86,12,2,95,,962,379,39,10/01/2024,09/30/2025
36C0001075,DAVIS EYE CENTER INC,789 GRAHAM RD,CUYAHOGA FALLS,OH,44221,,(330) 923-7636,95,4,1,97,89,8,3,93,90,9,1,95,84,12,4,92,3,722,247,34,10/01/2024,09/30/2025
36C0001077,UPPER ARLINGTON SURGERY CENTER LTD DBA RIVERSIDE OUTPATIENT SURGERY CENTER,2240 NORTH BANK DR,COLUMBUS,OH,43220,,(614) 442-0122,98,2,0,99,96,3,1,98,95,4,1,97,96,3,1,98,3,880,347,39,10/01/2024,09/30/2025
36C0001079,MIAMI VALLEY AMBULATORY SURGERY CENTER LTD,1010 WOODMAN DR,DAYTON,OH,45432,,(937) 252-2000,95,5,0,98,90,9,1,95,73,24,3,92,81,15,4,92,"3,10",151,26,18,10/01/2024,09/30/2025
36C0001080,TAYLOR STATION SURGICAL CENTER LTD,6150 EAST BROAD ST,COLUMBUS,OH,43213,,(614) 546-4777,96,3,1,98,93,5,2,96,92,5,3,95,89,8,3,95,3,533,153,29,10/01/2024,09/30/2025
36C0001082,LHZ LTD DBA ST CLARE SURGERY CENTER,4441 HUDSON DR,STOW,OH,44224,,(330) 920-4500,98,2,0,99,92,7,1,95,86,11,3,94,88,9,3,94,3,383,142,37,10/01/2024,09/30/2025
36C0001084,DIGESTIVE ENDOSCOPY CENTER LLC,999 BRUBAKER DR,KETTERING,OH,45429,,(937) 396-2639,97,3,0,98,92,6,2,95,91,7,2,96,89,9,2,95,,1933,616,32,10/01/2024,09/30/2025
36C0001091,WHITEHALL SURGERY CENTER,1030 REFUGEE RD SUITE 160,PICKERINGTON,OH,43147,,(614) 604-7450,99,1,0,99,94,5,1,97,94,4,2,96,90,8,2,96,,1373,405,29,10/01/2024,09/30/2025
36C0001093,WARREN GASTRO ENDOSCOPY CTR INC,1622 E. MARKET ST.,WARREN,OH,44483,,(330) 399-7215,91,8,1,95,89,9,2,93,76,18,6,90,73,23,4,89,,834,176,21,10/01/2024,09/30/2025
36C0001097,REYNOLDS ROAD SURGICAL CENTER LTD DBA WILDWOOD SURGICAL CENTER,"2865 NORTH REYNOLDS RD, SUITE 190",TOLEDO,OH,43615,,(419) 578-7547,98,2,0,99,94,5,1,97,93,6,1,97,91,7,2,96,,1864,542,29,10/01/2024,09/30/2025
36C0001100,UNIVERSITY ENDOSCOPY CENTER,9275 MONTGOMERY RD SUITE 400,CINCINNATI,OH,45242,,(513) 475-4923,96,4,0,98,91,8,1,95,87,10,3,94,84,13,3,93,,1820,474,26,10/01/2024,09/30/2025
36C0001102,DIGESTIVE ENDOSCOPY CENTER LLC,1530  NEEDMORE RD STE 100,DAYTON,OH,45414,,(937) 293-4424,99,1,0,100,88,8,4,92,86,11,3,93,87,8,5,92,"3,10",181,46,25,10/01/2024,09/30/2025
36C0001105,EYE SURGERY CENTER OF WESTERN OHIO LLC,855 WEST MARKET ST SUITE D,LIMA,OH,45805,,(419) 228-9991,96,4,0,98,90,8,2,94,90,7,3,95,89,9,2,95,,1039,486,47,10/01/2024,09/30/2025
36C0001106,OHIO SURGERY CENTER LLC,930 BETHEL RD,COLUMBUS,OH,43214,,(614) 451-0500,99,1,0,99,92,8,0,96,92,4,4,96,90,9,1,96,3,1096,212,19,10/01/2024,09/30/2025
36C0001107,THE UROLOGY CENTER LLC,2000 JOSEPH SANKER BLVD.,CINCINNATI,OH,45212,,(513) 841-7600,95,4,1,97,91,7,2,95,85,12,3,93,82,12,6,91,3,565,184,33,10/01/2024,09/30/2025
36C0001116,MENTOR SURGERY CENTER LTD,9485 MENTOR AVE. STE. 1,MENTOR,OH,44060,,(440) 205-5467,97,2,1,98,93,5,2,96,85,13,2,94,85,12,3,93,,1579,336,21,10/01/2024,09/30/2025
36C0001117,NORTHWEST OHIO ENDOSCOPY CENTER,4841 MONROE ST. STE. 111,TOLEDO,OH,43623,,(419) 474-3949,98,2,0,99,93,6,1,96,92,7,1,96,91,7,2,96,,2298,817,36,10/01/2024,09/30/2025
36C0001120,CEI PHYSICIANS PSC LLC DBA NOVUS CLINIC,518 WEST AVENUE,TALLMADGE,OH,44278,,(330) 630-9699,97,3,0,99,85,11,4,90,78,16,6,92,73,24,3,90,"3,10",569,40,7,10/01/2024,09/30/2025
36C0001122,ORTHOPAEDIC AMBULATORY SURGICAL INTERVENTION SERVICES,4889 MUNSON ST. NW,CANTON,OH,44718,,(330) 498-9898,99,1,0,99,95,4,1,97,96,3,1,97,95,4,1,98,,548,209,38,10/01/2024,09/30/2025
36C0001123,SURGERY CENTER OF SANDUSKY,2616 HAYES AVE,SANDUSKY,OH,44870,,(419) 626-2800,99,1,0,99,95,4,1,97,92,7,1,96,91,8,1,97,3,409,157,38,10/01/2024,09/30/2025
36C0001124,CENTER FOR ADVANCED EYE SURGERYLTD,1031 W. WESTERN RESERVE RD.,POLAND,OH,44514,,(330) 965-0900,97,3,0,98,91,7,2,95,90,7,3,95,89,7,4,95,"3,6",468,86,19,10/01/2024,09/30/2025
36C0001126,DAYTON EYE SURGERY CENTER,81 SYLVANIA DR,DAYTON,OH,45440,,(937) 431-0645,98,2,0,99,94,5,1,96,87,11,2,95,86,12,2,94,,559,210,38,10/01/2024,09/30/2025
36C0001133,PHYSICIANS OUTPATIENT SURGERY CENTER LLC,1933 WASHINGTON BLVD,BELPRE,OH,45714,,(740) 423-7557,95,4,1,97,88,8,4,92,83,14,3,93,89,9,2,96,3,1179,123,11,10/01/2024,09/30/2025
36C0001134,EAST COLUMBUS SURGERY CENTER LLC,"50 MCNAUGHTEN RD., SUITE 102",COLUMBUS,OH,43213,,(614) 864-6171,94,6,0,97,85,11,4,91,78,16,6,91,80,17,3,92,3,530,131,25,10/01/2024,09/30/2025
36C0001138,FINDLAY SURGERY CENTER,1709 MEDICAL BLVD,FINDLAY,OH,45840,,(419) 429-0409,98,2,0,99,93,6,1,96,94,5,1,96,90,9,1,96,3,3631,1138,31,10/01/2024,09/30/2025
36C0001144,MARIETTA SURGERY CENTER,"611 SECOND ST, STE. B",MARIETTA,OH,45750,,(740) 373-7207,98,2,0,99,97,2,1,98,97,2,1,98,93,6,1,97,3,477,163,34,10/01/2024,09/30/2025
36C0001148,ENDOSCOPY CENTER OF DAYTON NORTH LLC,9000 N. MAIN ST. STE. 405,DAYTON,OH,45415,,(937) 320-5050,96,4,0,98,91,8,1,95,85,13,2,93,82,15,3,93,,1283,341,27,10/01/2024,09/30/2025
36C0001149,AVAMAR CENTER FOR ENDOSCOPYINC,9225 EAST MARKET ST,WARREN,OH,44484,,(330) 372-7470,96,4,0,98,94,4,2,96,91,6,3,96,95,5,0,98,3,616,106,17,10/01/2024,09/30/2025
36C0001155,NEW HORIZONS SURGERY CENTER LLC,1167 INDEPENDENCE AVE.,MARION,OH,43302,,(740) 375-5854,98,2,0,99,94,5,1,97,91,8,1,96,89,10,1,96,,813,262,32,10/01/2024,09/30/2025
36C0001158,KNIGHTSBRIDGE SURGERY CENTER,4845 KNIGHTSBRIDGE BLVD,COLUMBUS,OH,43214,,(614) 273-0400,99,1,0,99,92,7,1,95,92,6,2,96,91,6,3,96,3,579,162,28,10/01/2024,09/30/2025
36C0001159,DIGESTIVE HEALTH CENTER,570 WHITE POND DR  SUITE 150,AKRON,OH,44320,,(330) 869-0178,98,2,0,99,92,7,1,95,92,6,2,96,90,8,2,96,,3509,850,24,10/01/2024,09/30/2025
36C0001160,ENDOSCOPY CENTER OF NORTHERN OHIO LLC,1299 INDUSTRIAL PARKWAY NORTH SUITE 120,BRUNSWICK,OH,44212,,(330) 225-6468,97,3,0,98,93,5,2,96,94,5,1,97,92,7,1,97,,1189,375,32,10/01/2024,09/30/2025
36C0001164,DIGESTIVE ENDOSCOPY CENTER LLC,7415 BRANDT PIKE,HUBER HEIGHTS,OH,45424,,(937) 396-2639,98,2,0,99,92,6,2,95,93,6,1,96,91,7,2,96,,1785,617,35,10/01/2024,09/30/2025
36C0001165,MIDDLETOWN ENDOSCOPY ASC LLC,257 N. BREIEL BLVD.,MIDDLETOWN,OH,45042,,(513) 422-5990,98,2,0,99,94,5,1,96,90,9,1,96,86,12,2,94,,2000,567,28,10/01/2024,09/30/2025
36C0001167,AKRON SURGICAL ASSOCIATES LLC,4125 MEDINA RD. STE. 104,AKRON,OH,44333,,(330) 665-8122,98,2,0,99,93,6,1,96,92,6,2,96,88,11,1,96,,1188,258,22,10/01/2024,09/30/2025
36C0001168,CENTRAL OHIO ENDOSCOPY CENTER LLC,85 MCNAUGHTEN RD. STE. 320,COLUMBUS,OH,43213,,(614) 754-5500,98,2,0,99,94,4,2,96,89,10,1,95,89,10,1,96,,752,223,30,10/01/2024,09/30/2025
36C0001171,BEACON ORTHOPAEDICS SURGERY CENTER,501 E. BUSINESS WAY,CINCINNATI,OH,45241,,(513) 354-3737,98,2,0,99,93,5,2,96,91,7,2,96,91,7,2,96,,511,185,36,10/01/2024,09/30/2025
36C0001173,WOOSTER MILLTOWN SPECIALTY AND SURGERY CENTER,721 EAST MILLTOWN RD,WOOSTER,OH,44691,,(216) 310-2280,97,3,0,99,94,5,1,97,93,5,2,96,90,7,3,95,,1329,310,23,10/01/2024,09/30/2025
36C0001175,OHIO ORTHOPEDIC SURGERY INSTITUTE LLC,4605 SAWMILL RD SUITE 101,COLUMBUS,OH,43220,,(614) 827-8777,98,2,0,99,94,5,1,97,96,4,0,98,94,6,0,98,,900,135,15,10/01/2024,09/30/2025
36C0001178,PSI SURGERY CENTER LLC,9985 DAYTON LEBANON PIKE,CENTERVILLE,OH,45458,,(937) 886-2980,97,3,0,99,94,5,1,96,92,5,3,96,93,5,2,97,"3,6",560,92,17,10/01/2024,09/30/2025
36C0001179,VALLEY EYE INSTITUTE ASC,1118 FAIRINGTON DR,SIDNEY,OH,45365,,(937) 492-3755,98,2,0,99,90,9,1,94,94,5,1,97,83,15,2,93,3,1153,203,18,10/01/2024,09/30/2025
36C0001183,NORTH SHORE ENDOSCOPY CENTER LLC,"1 INFINITY CORPORAT CENTER DR, SUITE 130",GARFIELD HEIGHTS,OH,44125,,(440) 250-7613,99,1,0,99,93,5,2,96,93,5,2,97,90,9,1,96,3,479,165,34,10/01/2024,09/30/2025
36C0001187,DUBLIN SURGERY CENTER LLC,5005 PARKCENTER AVE,DUBLIN,OH,43017,,(614) 932-9548,99,1,0,100,94,5,1,97,93,5,2,97,92,6,2,96,3,785,312,40,10/01/2024,09/30/2025
36C0001195,NORTHERN OHIO SURGERY CENTER LLC,3755 ORANGE PLACE SUITE 102,BEACHWOOD,OH,44122,,(216) 306-0573,97,3,0,98,89,8,3,93,92,6,2,96,85,12,3,94,3,908,285,31,10/01/2024,09/30/2025
36C0001196,STARK AMBULATORY SURGERY CENTER LLC,"4360 FULTON DR NW, STE. C",CANTON,OH,44718,,(330) 305-2020,96,3,1,98,86,10,4,91,79,18,3,93,75,22,3,91,3,790,196,25,10/01/2024,09/30/2025
36C0001197,REVISION ADVANCED SURGERY CENTER INC,240 WEST COOK RD,MANSFIELD,OH,44907,,(614) 825-3704,,,,,,,,,,,,,,,,,1,,,,,
36C0001199,ATHENS SURGERY CENTER LTD,75 HOSPITAL DR. STE. 100,ATHENS,OH,45701,,(740) 566-4500,99,1,0,99,94,4,2,96,95,3,2,96,92,6,2,97,"3,6",233,65,28,10/01/2024,09/30/2025
36C0001204,EYE CENTER OF COLUMBUS LLC,262 NEIL AVE SUITE 500,COLUMBUS,OH,43215,,(614) 827-6600,96,4,0,98,92,6,2,95,89,9,2,95,88,10,2,95,3,589,237,40,10/01/2024,09/30/2025
36C0001215,EYE SURGICAL CENTER LLC,800 MCKINLEY AVE NW,CANTON,OH,44703,,(330) 639-0049,96,4,0,98,90,8,2,94,82,14,4,93,82,17,1,93,3,494,172,35,10/01/2024,09/30/2025
36C0001216,THE ENDOSCOPY CENTER OF LAKE COUNTY LLC,9614 OLD JOHNNYCAKE RIDGE RD,MENTOR,OH,44060,,(440) 205-1225,97,2,1,98,91,6,3,94,88,10,2,95,84,15,1,94,3,784,232,30,10/01/2024,09/30/2025
36C0001218,INSIGHT SURGERY AND LASER CENTER LLC,3973 NORTHPOINTE DR.-1,ZANESVILLE,OH,43701,,(740) 452-8200,98,2,0,99,97,3,0,98,95,4,1,97,91,8,1,96,3,642,194,30,10/01/2024,09/30/2025
36C0001219,REVISION ADVANCED SURGERY CENTER INC,1080 POLARIS PARKWAY,COLUMBUS,OH,43240,,(614) 825-3704,99,1,0,100,92,7,1,95,96,4,0,98,90,7,3,96,"3,6",563,91,16,10/01/2024,09/30/2025
36C0001220,GREATER DAYTON SURGERY CENTER,1625 DELCO PARK DR,KETTERING,OH,45420,,(937) 535-2200,99,1,0,99,93,6,1,96,95,3,2,96,91,8,1,96,3,643,295,46,10/01/2024,09/30/2025
36C0001222,MAYFIELD SPINE SURGERY CENTER LLC,4020 SMITH RD,CINCINNATI,OH,45209,,(513) 619-5895,98,2,0,99,97,3,0,99,95,5,0,98,92,6,2,96,,654,222,34,10/01/2024,09/30/2025
36C0001223,BEACON ORTHOPAEDICS SURGERY CENTER,6480 HARRISON AVE STE. 200,CINCINNATI,OH,45247,,(513) 354-3767,98,1,1,99,94,5,1,96,92,7,1,96,88,9,3,94,,547,193,35,10/01/2024,09/30/2025
36C0001229,THE ENDOSCOPY CENTER AT BAINBRIDGE LLC,8185 E. WASHINGTON,CHAGRIN FALLS,OH,44023,,(440) 708-0582,97,2,1,98,95,4,1,97,92,6,2,95,92,6,2,96,3,1385,483,35,10/01/2024,09/30/2025
36C0001230,G AND G INTERNATIONAL LLC,2165 MENTOR AVE.,PAINESVILLE,OH,44077,,(440) 354-9775,96,4,0,98,84,11,5,90,86,11,3,94,88,12,0,96,"3,6",1607,66,4,10/01/2024,09/30/2025
36C0001232,LIPPY SURGERY CENTER LLC,3893 E. MARKET,WARREN,OH,44484,,(330) 856-1272,96,4,0,98,93,6,1,96,87,10,3,95,89,10,1,96,3,471,122,27,10/01/2024,09/30/2025
36C0001237,CVP SURGERY CENTER,5950 INNOVATION DR,FRANKLIN,OH,45005,,(513) 984-5133,97,3,0,99,90,8,2,94,90,9,1,96,89,11,0,96,3,1755,266,15,10/01/2024,09/30/2025
36C0001238,CLEVELAND EYE AND LASER SURGERY CENTER LLC,22715 FAIRVIEW CENTER DR,FAIRVIEW PARK,OH,44126,,(440) 777-8400,99,1,0,99,92,7,1,96,93,5,2,97,91,7,2,96,3,970,425,44,10/01/2024,09/30/2025
36C0001239,DIGESTIVE ENDOSCOPY CENTER LLC,77  WEST ELEANOR DR,SPRINGBORO,OH,45066,,(937) 534-7330,99,1,0,99,92,7,1,96,91,7,2,96,92,6,2,96,,2051,602,29,10/01/2024,09/30/2025
36C0001240,PEARL ROAD SURGERY CENTER LLC,6900 PEARL RD,MIDDLEBURG HEIGHTS,OH,44130,,(440) 882-0103,98,2,0,99,97,3,0,99,92,7,1,96,86,11,3,94,"3,6",267,96,36,10/01/2024,09/30/2025
36C0001241,OHIO VALLEY AMBULATORY SURGERY CENTER LLC,608 WASHINGTON BLVD,BELPRE,OH,45714,,(740) 423-4684,99,1,0,100,95,5,0,97,92,6,2,95,90,8,2,95,,1310,276,21,10/01/2024,09/30/2025
36C0001242,CENTRAL OHIO ENDOSCOPY CENTER LLC,6670 PERIMETER DR. STE. 200,DUBLIN,OH,43016,,(614) 754-5500,97,3,0,98,94,5,1,96,93,6,1,96,90,9,1,96,3,656,195,30,10/01/2024,09/30/2025
36C0001243,THE ENDOSCOPY CENTER OF WEST CENTRAL OHIO LLC,2793 SHAWNEE RD,LIMA,OH,45806,,(419) 879-3636,98,2,0,99,95,4,1,97,94,5,1,97,93,6,1,97,3,2670,757,28,10/01/2024,09/30/2025
36C0001247,POLARIS SURGERY CENTER,300 POLARIS PARKWAY SUITE 110,WESTERVILLE,OH,43082,,(614) 232-6500,98,2,0,99,95,4,1,97,96,4,0,97,94,5,1,98,3,902,250,28,10/01/2024,09/30/2025
36C0001248,WASC LLC DBA WOOSTER AMBULATORY SURGERY CENTER,3373 COMMERCE PARKWAY SUITE 1,WOOSTER,OH,44691,,(330) 804-2000,99,1,0,99,97,3,0,98,93,6,1,97,91,6,3,95,,847,302,36,10/01/2024,09/30/2025
36C0001250,BRECKSVILLE SURGERY CTR,7001 S. EDGERTON RD STE A,BRECKSVILLE,OH,44141,,(440) 717-0591,96,3,1,98,88,10,2,93,85,12,3,94,83,14,3,93,3,1758,642,37,10/01/2024,09/30/2025
36C0001251,DOWNTOWN ENDOSCOPY CENTER,700 EAST BROAD ST,COLUMBUS,OH,43215,,(614) 917-1663,97,2,1,98,91,7,2,94,90,8,2,95,88,9,3,95,,860,220,26,10/01/2024,09/30/2025
36C0001254,NORWOOD ENDOSCOPY CENTER LLC,4746 MONTGOMERY RD.,NORWOOD,OH,45212,,(513) 731-5600,97,3,0,98,93,6,1,96,86,12,2,95,83,15,2,93,3,433,137,32,10/01/2024,09/30/2025
36C0001257,GASTRO CARE LLC,2355 DERR RD. STE. B,SPRINGFIELD,OH,45503,,(937) 629-3600,96,3,1,98,90,8,2,94,84,14,2,93,78,21,1,92,3,597,107,18,10/01/2024,09/30/2025
36C0001261,CHARDON SURGERY CENTER,150 SEVENTH AVE,CHARDON,OH,44024,,(440) 285-2900,98,2,0,99,95,4,1,97,94,4,2,97,92,5,3,96,3,485,202,42,10/01/2024,09/30/2025
36C0001263,MEDINASUMMIT AMBULATORY SURGERY CENTER,3780 MEDINA RD. STE 120,MEDINA,OH,44256,,(330) 952-0014,98,2,0,99,93,6,1,96,91,8,1,96,89,10,1,96,3,1061,227,21,10/01/2024,09/30/2025
36C0001264,SOUTHWEST OHIO PAIN MANAGEMENT INC,5700 GATEWAY BLVD. STE. 100 B,MASON,OH,45040,,(513) 229-7800,99,1,0,99,93,5,2,96,88,11,1,95,74,22,4,89,"3,6",312,77,25,10/01/2024,09/30/2025
36C0001265,EYE LASER AND SURGERY CENTER LLC,"4235 INDIAN RIPPLE RD, SUITE 110",BEAVERCREEK,OH,45440,,(937) 427-7800,96,3,1,98,86,9,5,91,90,7,3,95,86,9,5,93,3,1255,206,17,10/01/2024,09/30/2025
36C0001269,WILMINGTON SURGICAL SERVICES LLC,675 W. MAIN ST.,WILMINGTON,OH,45177,,(937) 383-3277,99,1,0,99,91,7,2,95,92,7,1,96,89,11,0,96,"3,6",380,53,14,10/01/2024,09/30/2025
36C0001271,THE HAND CENTER LLC,1210 GEMINI PL,COLUMBUS,OH,43240,,(614) 310-7375,99,1,0,100,98,2,0,99,99,1,0,98,95,3,2,97,"3,6",334,88,26,10/01/2024,09/30/2025
36C0001274,UNIVERSITY SUBURBAN ENDOSCOPY CENTER,"1611 SOUTH GREEN RD, SUITE 120",SOUTH EUCLID,OH,44121,,(216) 691-0100,95,4,1,97,94,4,2,96,89,9,2,95,86,12,2,94,3,1034,310,30,10/01/2024,09/30/2025
36C0001275,LEE SURGERY CENTER LLC,8135 MARKET ST.,BOARDMAN,OH,44512,,(330) 758-0900,95,4,1,97,87,10,3,92,83,12,5,93,78,20,2,92,3,367,155,42,10/01/2024,09/30/2025
36C0001276,CENTRAL OHIO UROLOGY SURGERY CENTER,701 TECH CENTER DR SUITE 200,GAHANNA,OH,43023,,(614) 396-2684,95,4,1,97,90,9,1,94,85,12,3,93,80,16,4,91,,2002,363,18,10/01/2024,09/30/2025
36C0001278,VISTA SURGICAL CENTER,"4319 EXECUTIVE CR, NW",CANTON,OH,44718,,(330) 526-0530,97,3,0,98,92,7,1,96,92,7,1,96,88,10,2,95,3,2434,896,37,10/01/2024,09/30/2025
36C0001280,WHITE FENCE SURGICAL SUITES LLC,7277 SMITHS MILL RD SUITE 300,NEW ALBANY,OH,43054,,(614) 289-6282,98,2,0,99,92,7,1,95,96,3,1,98,95,4,1,98,3,906,388,43,10/01/2024,09/30/2025
36C0001281,COMPREHENSIVE SURGICAL CENTER OF GREEN LLC,1560 CORPORATE WOODS PARKWAY,GREEN,OH,44685,,(330) 208-2720,96,3,1,97,87,10,3,92,80,14,6,91,83,13,4,92,3,919,222,24,10/01/2024,09/30/2025
36C0001283,WESTERVILLE ENDOSCOPY CENTER LLC,300 POLARIS PARKWY SUITE 1500,WESTERVILLE,OH,43015,,(614) 568-1666,96,4,0,98,88,8,4,92,88,10,2,95,88,9,3,95,,1788,500,28,10/01/2024,09/30/2025
36C0001284,CENTRAL OHIO ENDOSCOPY CENTER LLC,3400 OLENTANGY RIVER RD,COLUMBUS,OH,43202,,(614) 754-5500,99,1,0,99,93,6,1,96,88,10,2,95,86,11,3,94,,663,215,32,10/01/2024,09/30/2025
36C0001285,OHIO SPECIALTY SURGICAL SUITES LLC,7442 FRANK AVE NORTHWEST SUITE 2200,NORTH CANTON,OH,44720,,(234) 209-9397,98,2,0,99,93,5,2,95,93,5,2,96,92,6,2,97,3,1679,544,32,10/01/2024,09/30/2025
36C0001286,GI PHYSICIANS ENDOSCOPY INC,235 EAST STATE ROUTE 14,WARREN,OH,44483,,(330) 892-7400,94,6,0,97,88,11,1,93,74,23,3,91,67,33,0,89,"3,10",152,28,18,10/01/2024,09/30/2025
36C0001292,MIDWEST EYE SURGERY CENTER,4452 EASTGATE BLVD SUITE 305,CINCINNATI,OH,45245,,(513) 752-5700,97,3,0,98,90,8,2,94,86,10,4,93,84,13,3,93,,825,267,32,10/01/2024,09/30/2025
36C0001293,GREAT LAKES AMBULATORY SURGERY CENTER,9002 MENTOR AVE,MENTOR,OH,44060,,(440) 306-2358,99,1,0,100,93,5,2,96,95,4,1,97,95,5,0,99,"3,6",283,63,22,10/01/2024,09/30/2025
36C0001294,NORTHPOINTE SURGICAL SUITES LLC,3250 NORTHPOINTE DR,ZANESVILLE,OH,43701,,(740) 487-1823,95,5,0,97,92,7,1,95,92,7,1,96,90,8,2,96,,433,159,37,10/01/2024,09/30/2025
